docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,p279_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score,p31_types,p31_label
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > granular material > material > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > granular material > continuum > physical substance,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > heterogeneous mixture > mixture > chemical substance,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > system > collective entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > system > abstract entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > system > object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > natural object > object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > organic matter > substance > ordinary matter,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > building material > material > substance,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > building material > material > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > building material > hardware > component,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > building material > hardware > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > building material > hardware > hardware and hardware accessories,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rock glacier,rock glacier,Q884736,13507719g,frozen ground > soil > building material > construction product > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Periglacial morphology and process,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Pleistocene,Pleistocene,Q25546,11945805t,,context,context,no,100.0,110.0,Q312468;Q754897,epoch;series
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Late Glacial,Late Glacial Maximum,Q2741484,,,context,context,no,75.0,45.0,Q602963,glacial period
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Eastern Velay,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Mézenc,Mezenc,Q128548547,,,context,context,no,100.0,112.0,Q15069452,Natura 2000 site
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Morphologie et processus périglaciaires,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Rivière de pierres,Rivière de pierre,Q113579337,,,context,context,no,97.1,109.3,Q55488,railway station
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > region > geographical feature,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > physico-geographical object > geographical feature,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > physico-geographical object > physical object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > habitat > region,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > body of water > habitat > natural environment,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geomorphological unit,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geographical feature,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > ice cover > glacial landform > landform > geographic location,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geomorphological unit > natural geographic object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographical feature > geographic entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographical feature > concrete object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographical feature > physical location,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographic location > geographic entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,glacier > perennial ice or snow‐covered land > landform > geographic location > physical location,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > granular material > material > substance,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > granular material > material > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > granular material > continuum > physical substance,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > heterogeneous mixture > mixture > chemical substance,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > system > collective entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > system > abstract entity,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > system > object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > natural system > natural object > object,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > organic matter > substance > ordinary matter,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > building material > material > substance,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > building material > material > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > building material > hardware > component,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > building material > hardware > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > building material > hardware > hardware and hardware accessories,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Glacier rocheux,rock glacier,Q884736,13507719g,frozen ground > soil > building material > construction product > product,exact_label,exact_label,no,100.0,50.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Velay oriental,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Massif central français,,,,,none,none,no,0.0,0.0,,
1131185,"Les « rivières de pierres » : une formation en marge des catégories classiques. Questions posées dans le cas du massif du Mézenc (Velay oriental, Sud-Est du Massif central, France).",Tardiglaciaire,Late Glacial Maximum,Q2741484,,,exact_label,exact_label,no,100.0,50.0,Q602963,glacial period
1148833,Dunkl kernel associated with dihedral group,Dunkl kernel,,,,,none,none,no,0.0,0.0,,
1148833,Dunkl kernel associated with dihedral group,Dihedral root systems,,,,,none,none,no,0.0,0.0,,
1148833,Dunkl kernel associated with dihedral group,Generalized Bessel function,,,,,none,none,no,0.0,0.0,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > inquiry > seeking > activity,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > inquiry > planned process > process,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > inquiry > planned process > intentional human activity,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > scholarly method > method > means,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Model identification,,,,,none,none,no,0.0,0.0,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Computational stochastic dynamics,,,,,none,none,no,0.0,0.0,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Mode crossing,,,,,none,none,no,0.0,0.0,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Experimental modal analysis,,,,,none,none,no,0.0,0.0,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > analysis > inquiry > seeking > activity,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > analysis > inquiry > planned process > process,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > analysis > inquiry > planned process > intentional human activity,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > analysis > scholarly method > method > means,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > risk analysis > decision analysis > analysis > inquiry,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > risk analysis > decision analysis > analysis > scholarly method,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > risk analysis > analysis > inquiry > seeking,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > risk analysis > analysis > inquiry > planned process,context,context,no,92.3,110.4,,
1158275,Experimental identification of a stochastic computational dynamical model using modal data measured for a family of built-up structures,Uncertainty Quantification,uncertainty quantification,Q7882499,,uncertainty analysis > risk analysis > analysis > scholarly method > method,context,context,no,92.3,110.4,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > inquiry > seeking > activity,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > inquiry > planned process > process,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > inquiry > planned process > intentional human activity,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Structural dynamics,structural dynamics,Q811197,,structural analysis > analysis > scholarly method > method > means,exact_label,exact_label,no,100.0,80.0,Q11862829,academic discipline
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Reduced-order model,,,,,none,none,no,0.0,0.0,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Global modes,Global mode,Q25325283,,,context,context,no,95.7,108.4,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > mathematical object > abstract entity > entity,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > conceptual system > system,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > conceptual system > artificial object,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > conceptual system > abstract entity,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > conceptual system > concept,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > model > artificial object,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > model > information,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > reference work > tertiary source,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > reference work > learning material,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > reference work > creative work,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > reference work > document,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > reference work > written work,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > reference work > publication,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > conceptual model > knowledge organization system > reference work > project,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > intellectual work > work > artificial object > object,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > intellectual work > work > cultural artifact > artificial object,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > intellectual work > work > cultural artifact > cultural heritage,context,context,no,94.7,110.8,,
1158278,Global reduced-order model adapted to the low- and medium-frequency analysis of complex dynamical structures,Computational model,computational model,Q1122506,,mathematical model > intellectual work > intellectual property > property > goods,context,context,no,94.7,110.8,,
